ensembl_gene_id,druggability_tier,hgnc_names,chr_b37,start_b37,end_b37,strand,description,no_of_gwas_regions,small_mol_druggable,bio_druggable,adme_gene
ENSG00000079277,Tier 1,MKNK1,1,47023090,47082515,-1,MAP kinase interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:7110],0,Y,N,N
ENSG00000079459,Tier 1,FDFT1,8,11653082,11696818,1,farnesyl-diphosphate farnesyltransferase 1 [Source:HGNC Symbol;Acc:3629],0,Y,N,N
ENSG00000079999,Tier 1,KEAP1,19,10596796,10614417,-1,kelch-like ECH-associated protein 1 [Source:HGNC Symbol;Acc:23177],3,Y,N,N
ENSG00000080224,Tier 1,EPHA6,3,96533425,97471304,1,EPH receptor A6 [Source:HGNC Symbol;Acc:19296],0,Y,N,N
ENSG00000080293,Tier 1,SCTR,2,120197419,120282070,-1,secretin receptor [Source:HGNC Symbol;Acc:10608],0,N,Y,N
ENSG00000080644,Tier 1,CHRNA3,15,78885394,78913637,-1,"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]",28,Y,N,N
ENSG00000080815,Tier 1,PSEN1,14,73603126,73690399,1,presenilin 1 [Source:HGNC Symbol;Acc:9508],0,Y,N,N
ENSG00000080824,Tier 1,HSP90AA1,14,102547075,102606036,-1,"heat shock protein 90kDa alpha (cytosolic), class A member 1 [Source:HGNC Symbol;Acc:5253]",0,Y,N,N
ENSG00000081051,Tier 1,AFP,4,74296855,74321891,1,alpha-fetoprotein [Source:HGNC Symbol;Acc:317],1,N,Y,N
ENSG00000081237,Tier 1,PTPRC,1,198607801,198726545,1,"protein tyrosine phosphatase, receptor type, C [Source:HGNC Symbol;Acc:9666]",1,Y,Y,N
ENSG00000081248,Tier 1,CACNA1S,1,201008642,201081694,-1,"calcium channel, voltage-dependent, L type, alpha 1S subunit [Source:HGNC Symbol;Acc:1397]",7,Y,N,N
ENSG00000081320,Tier 1,STK17B,2,196998290,197041227,-1,serine/threonine kinase 17b [Source:HGNC Symbol;Acc:11396],0,Y,N,N
ENSG00000081800,Tier 1,SLC13A1,7,122753585,122840040,-1,"solute carrier family 13 (sodium/sulfate symporter), member 1 [Source:HGNC Symbol;Acc:10916]",0,N,N,Y
ENSG00000082175,Tier 1,PGR,11,100900355,101001255,-1,progesterone receptor [Source:HGNC Symbol;Acc:8910],0,Y,N,N
ENSG00000082482,Tier 1,KCNK2,1,215179118,215410436,1,"potassium channel, subfamily K, member 2 [Source:HGNC Symbol;Acc:6277]",0,Y,N,N
ENSG00000082556,Tier 1,OPRK1,8,54138284,54164257,-1,"opioid receptor, kappa 1 [Source:HGNC Symbol;Acc:8154]",0,Y,N,N
ENSG00000082701,Tier 1,GSK3B,3,119540170,119813264,-1,glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:4617],1,Y,N,N
ENSG00000082781,Tier 1,ITGB5,3,124480795,124620265,-1,"integrin, beta 5 [Source:HGNC Symbol;Acc:6160]",0,Y,Y,N
ENSG00000083290,Tier 1,ULK2,17,19674142,19771249,-1,unc-51 like autophagy activating kinase 2 [Source:HGNC Symbol;Acc:13480],0,Y,N,N
ENSG00000083457,Tier 1,ITGAE,17,3617922,3704537,-1,"integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide) [Source:HGNC Symbol;Acc:6147]",0,N,Y,N
ENSG00000084207,Tier 1,GSTP1,11,67351066,67354131,1,glutathione S-transferase pi 1 [Source:HGNC Symbol;Acc:4638],0,Y,N,Y
ENSG00000084453,Tier 1,SLCO1A2,12,21417534,21572528,-1,"solute carrier organic anion transporter family, member 1A2 [Source:HGNC Symbol;Acc:10956]",15,N,N,Y
ENSG00000084674,Tier 1,APOB,2,21224301,21266945,-1,apolipoprotein B [Source:HGNC Symbol;Acc:603],36,Y,Y,N
ENSG00000085511,Tier 1,MAP3K4,6,161412759,161538417,1,mitogen-activated protein kinase kinase kinase 4 [Source:HGNC Symbol;Acc:6856],0,Y,N,N
ENSG00000085563,Tier 1,ABCB1,7,87133175,87342611,-1,"ATP-binding cassette, sub-family B (MDR/TAP), member 1 [Source:HGNC Symbol;Acc:40]",0,Y,Y,Y
ENSG00000085662,Tier 1,AKR1B1,7,134127102,134144036,-1,"aldo-keto reductase family 1, member B1 (aldose reductase) [Source:HGNC Symbol;Acc:381]",0,Y,Y,N
ENSG00000085871,Tier 1,MGST2,4,140586922,140661899,1,microsomal glutathione S-transferase 2 [Source:HGNC Symbol;Acc:7063],0,N,N,Y
ENSG00000086205,Tier 1,FOLH1,11,49168187,49230222,-1,folate hydrolase (prostate-specific membrane antigen) 1 [Source:HGNC Symbol;Acc:3788],2,Y,Y,N
ENSG00000086548,Tier 1,CEACAM6,19,42254885,42276113,1,carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen) [Source:HGNC Symbol;Acc:1818],0,N,Y,N
ENSG00000087076,Tier 1,HSD17B14,19,49316274,49339935,-1,hydroxysteroid (17-beta) dehydrogenase 14 [Source:HGNC Symbol;Acc:23238],0,N,N,Y
ENSG00000087085,Tier 1,ACHE,7,100487615,100494594,-1,acetylcholinesterase (Yt blood group) [Source:HGNC Symbol;Acc:108],5,Y,Y,N
ENSG00000087237,Tier 1,CETP,16,56995762,57017757,1,"cholesteryl ester transfer protein, plasma [Source:HGNC Symbol;Acc:1869]",48,Y,Y,N
ENSG00000087245,Tier 1,MMP2,16,55423612,55540603,1,"matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase) [Source:HGNC Symbol;Acc:7166]",0,Y,Y,N
ENSG00000087494,Tier 1,PTHLH,12,28111017,28125638,-1,parathyroid hormone-like hormone [Source:HGNC Symbol;Acc:9607],0,N,Y,N
ENSG00000087586,Tier 1,AURKA,20,54944445,54967393,-1,aurora kinase A [Source:HGNC Symbol;Acc:11393],0,Y,N,N
ENSG00000088002,Tier 1,SULT2B1,19,49055332,49102682,1,"sulfotransferase family, cytosolic, 2B, member 1 [Source:HGNC Symbol;Acc:11459]",4,N,N,Y
ENSG00000088386,Tier 1,SLC15A1,13,99336055,99404908,-1,"solute carrier family 15 (oligopeptide transporter), member 1 [Source:HGNC Symbol;Acc:10920]",1,Y,N,Y
ENSG00000088832,Tier 1,FKBP1A,20,1349622,1373806,-1,"FK506 binding protein 1A, 12kDa [Source:HGNC Symbol;Acc:3711]",0,Y,N,N
ENSG00000089250,Tier 1,NOS1,12,117645947,117889975,-1,nitric oxide synthase 1 (neuronal) [Source:HGNC Symbol;Acc:7872],0,Y,N,Y
ENSG00000089597,Tier 1,GANAB,11,62392298,62414104,-1,"glucosidase, alpha; neutral AB [Source:HGNC Symbol;Acc:4138]",0,Y,N,N
ENSG00000090020,Tier 1,SLC9A1,1,27425306,27493472,-1,"solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1 [Source:HGNC Symbol;Acc:11071]",0,Y,N,N
ENSG00000090339,Tier 1,ICAM1,19,10381511,10397291,1,intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:5344],7,Y,Y,N
ENSG00000090376,Tier 1,IRAK3,12,66582659,66648402,1,interleukin-1 receptor-associated kinase 3 [Source:HGNC Symbol;Acc:17020],0,Y,N,N
ENSG00000090402,Tier 1,SI,3,164696686,164796283,-1,sucrase-isomaltase (alpha-glucosidase) [Source:HGNC Symbol;Acc:10856],0,Y,N,N
ENSG00000090534,Tier 1,THPO,3,184089723,184095932,-1,thrombopoietin [Source:HGNC Symbol;Acc:11795],1,Y,Y,N
ENSG00000091128,Tier 1,LAMB4,7,107663993,107770801,-1,"laminin, beta 4 [Source:HGNC Symbol;Acc:6491]",0,N,Y,N
ENSG00000091136,Tier 1,LAMB1,7,107564244,107643700,-1,"laminin, beta 1 [Source:HGNC Symbol;Acc:6486]",4,N,Y,N
ENSG00000091181,Tier 1,IL5RA,3,3111233,3168297,-1,"interleukin 5 receptor, alpha [Source:HGNC Symbol;Acc:6017]",0,N,Y,N
ENSG00000091262,Tier 1,ABCC6,16,16242785,16317379,-1,"ATP-binding cassette, sub-family C (CFTR/MRP), member 6 [Source:HGNC Symbol;Acc:57]",0,Y,Y,Y
ENSG00000091436,Tier 1,,2,173940163,174132738,1,Mitogen-activated protein kinase kinase kinase MLT  [Source:UniProtKB/Swiss-Prot;Acc:Q9NYL2],0,Y,N,N
ENSG00000091831,Tier 1,ESR1,6,151977826,152450754,1,estrogen receptor 1 [Source:HGNC Symbol;Acc:3467],14,Y,N,N
ENSG00000091879,Tier 1,ANGPT2,8,6357172,6420930,-1,angiopoietin 2 [Source:HGNC Symbol;Acc:485],0,N,Y,N
ENSG00000091972,Tier 1,CD200,3,112051194,112081659,1,CD200 molecule [Source:HGNC Symbol;Acc:7203],0,N,Y,N
ENSG00000092009,Tier 1,CMA1,14,24974559,24977471,-1,"chymase 1, mast cell [Source:HGNC Symbol;Acc:2097]",0,Y,Y,N
ENSG00000092054,Tier 1,MYH7,14,23881947,23904927,-1,"myosin, heavy chain 7, cardiac muscle, beta [Source:HGNC Symbol;Acc:7577]",1,N,Y,N
ENSG00000092068,Tier 1,SLC7A8,14,23594504,23652883,-1,"solute carrier family 7 (amino acid transporter light chain, L system), member 8 [Source:HGNC Symbol;Acc:11066]",3,N,N,Y
ENSG00000092096,Tier 1,SLC22A17,14,23815515,23822121,-1,"solute carrier family 22, member 17 [Source:HGNC Symbol;Acc:23095]",0,Y,N,Y
ENSG00000092445,Tier 1,TYRO3,15,41849873,41871536,1,TYRO3 protein tyrosine kinase [Source:HGNC Symbol;Acc:12446],0,Y,N,N
ENSG00000092969,Tier 1,TGFB2,1,218519577,218617961,1,"transforming growth factor, beta 2 [Source:HGNC Symbol;Acc:11768]",7,N,Y,N
ENSG00000093010,Tier 1,COMT,22,19929130,19957498,1,catechol-O-methyltransferase [Source:HGNC Symbol;Acc:2228],2,Y,N,N
ENSG00000094631,Tier 1,HDAC6,X,48659784,48683392,1,histone deacetylase 6 [Source:HGNC Symbol;Acc:14064],0,Y,N,N
ENSG00000094963,Tier 1,FMO2,1,171154347,171181822,1,flavin containing monooxygenase 2 (non-functional) [Source:HGNC Symbol;Acc:3770],0,N,N,Y
ENSG00000095303,Tier 1,PTGS1,9,125132824,125157982,1,prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase) [Source:HGNC Symbol;Acc:9604],0,Y,Y,N
ENSG00000095464,Tier 1,PDE6C,10,95372345,95425767,1,"phosphodiesterase 6C, cGMP-specific, cone, alpha prime [Source:HGNC Symbol;Acc:8787]",0,Y,N,N
ENSG00000095596,Tier 1,CYP26A1,10,94833232,94837647,1,"cytochrome P450, family 26, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2603]",0,Y,N,Y
ENSG00000096060,Tier 1,FKBP5,6,35541362,35696360,-1,FK506 binding protein 5 [Source:HGNC Symbol;Acc:3721],1,Y,N,N
ENSG00000096063,Tier 1,SRPK1,6,35800743,35889119,-1,SRSF protein kinase 1 [Source:HGNC Symbol;Acc:11305],1,Y,N,N
ENSG00000096384,Tier 1,HSP90AB1,6,44214824,44221620,1,"heat shock protein 90kDa alpha (cytosolic), class B member 1 [Source:HGNC Symbol;Acc:5258]",0,Y,N,N
ENSG00000096717,Tier 1,SIRT1,10,69644427,69678147,1,sirtuin 1 [Source:HGNC Symbol;Acc:14929],0,Y,N,N
ENSG00000096968,Tier 1,JAK2,9,4985033,5128183,1,Janus kinase 2 [Source:HGNC Symbol;Acc:6192],5,Y,N,N
ENSG00000096996,Tier 1,IL12RB1,19,18169805,18209754,-1,"interleukin 12 receptor, beta 1 [Source:HGNC Symbol;Acc:5971]",0,N,Y,N
ENSG00000097007,Tier 1,ABL1,9,133589333,133763062,1,"c-abl oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:76]",0,Y,N,N
ENSG00000099250,Tier 1,NRP1,10,33466420,33625190,-1,neuropilin 1 [Source:HGNC Symbol;Acc:8004],0,N,Y,N
ENSG00000099866,Tier 1,MADCAM1,19,489176,505347,1,mucosal vascular addressin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:6765],0,N,Y,N
ENSG00000099875,Tier 1,MKNK2,19,2037470,2051243,-1,MAP kinase interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:7111],0,Y,N,N
ENSG00000100030,Tier 1,MAPK1,22,22108789,22221970,-1,mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:6871],1,Y,N,N
ENSG00000100170,Tier 1,SLC5A1,22,32439019,32509016,1,"solute carrier family 5 (sodium/glucose cotransporter), member 1 [Source:HGNC Symbol;Acc:11036]",0,Y,N,N
ENSG00000100191,Tier 1,SLC5A4,22,32614465,32651328,-1,"solute carrier family 5 (glucose activated ion channel), member 4 [Source:HGNC Symbol;Acc:11039]",0,Y,N,N
ENSG00000100197,Tier 1,CYP2D6,22,42522501,42526908,-1,"cytochrome P450, family 2, subfamily D, polypeptide 6 [Source:HGNC Symbol;Acc:2625]",5,Y,N,Y
ENSG00000100243,Tier 1,CYB5R3,22,43013846,43045574,-1,cytochrome b5 reductase 3 [Source:HGNC Symbol;Acc:2873],0,N,N,Y
ENSG00000100299,Tier 1,ARSA,22,51061182,51066607,-1,arylsulfatase A [Source:HGNC Symbol;Acc:713],2,N,Y,Y
ENSG00000100346,Tier 1,CACNA1I,22,39966758,40085742,1,"calcium channel, voltage-dependent, T type, alpha 1I subunit [Source:HGNC Symbol;Acc:1396]",0,Y,N,N
ENSG00000100385,Tier 1,IL2RB,22,37521878,37571094,-1,"interleukin 2 receptor, beta [Source:HGNC Symbol;Acc:6009]",1,N,Y,N
ENSG00000100429,Tier 1,HDAC10,22,50683612,50689834,-1,histone deacetylase 10 [Source:HGNC Symbol;Acc:18128],0,Y,N,N
ENSG00000100433,Tier 1,KCNK10,14,88649113,88793251,-1,"potassium channel, subfamily K, member 10 [Source:HGNC Symbol;Acc:6273]",0,Y,N,N
ENSG00000100577,Tier 1,GSTZ1,14,77787227,77797940,1,glutathione S-transferase zeta 1 [Source:HGNC Symbol;Acc:4643],0,N,N,Y
ENSG00000100612,Tier 1,DHRS7,14,60610838,60636574,-1,dehydrogenase/reductase (SDR family) member 7 [Source:HGNC Symbol;Acc:21524],0,N,N,Y
ENSG00000100644,Tier 1,HIF1A,14,62162231,62214976,1,"hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor) [Source:HGNC Symbol;Acc:4910]",0,Y,N,N
ENSG00000100652,Tier 1,SLC10A1,14,70242134,70264006,-1,"solute carrier family 10 (sodium/bile acid cotransporter), member 1 [Source:HGNC Symbol;Acc:10905]",0,Y,N,Y
ENSG00000100739,Tier 1,BDKRB1,14,96722161,96735304,1,bradykinin receptor B1 [Source:HGNC Symbol;Acc:1029],0,Y,Y,N
ENSG00000100784,Tier 1,RPS6KA5,14,91336799,91526980,-1,"ribosomal protein S6 kinase, 90kDa, polypeptide 5 [Source:HGNC Symbol;Acc:10434]",1,Y,N,N
ENSG00000100804,Tier 1,PSMB5,14,23485752,23504439,-1,"proteasome (prosome, macropain) subunit, beta type, 5 [Source:HGNC Symbol;Acc:9542]",1,Y,Y,N
ENSG00000100823,Tier 1,APEX1,14,20923350,20925927,1,APEX nuclease (multifunctional DNA repair enzyme) 1 [Source:HGNC Symbol;Acc:587],0,Y,N,N
ENSG00000100867,Tier 1,DHRS2,14,24099324,24114848,1,dehydrogenase/reductase (SDR family) member 2 [Source:HGNC Symbol;Acc:18349],0,N,N,Y
ENSG00000100983,Tier 1,GSS,20,33516236,33543620,-1,glutathione synthetase [Source:HGNC Symbol;Acc:4624],11,N,N,Y
ENSG00000100985,Tier 1,MMP9,20,44637547,44645200,1,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase) [Source:HGNC Symbol;Acc:7176]",0,Y,Y,N
ENSG00000100997,Tier 1,ABHD12,20,25275379,25371619,-1,abhydrolase domain containing 12 [Source:HGNC Symbol;Acc:15868],1,Y,N,N
ENSG00000101017,Tier 1,CD40,20,44746911,44758502,1,"CD40 molecule, TNF receptor superfamily member 5 [Source:HGNC Symbol;Acc:11919]",7,N,Y,N
ENSG00000101076,Tier 1,HNF4A,20,42984340,43061485,1,"hepatocyte nuclear factor 4, alpha [Source:HGNC Symbol;Acc:5024]",7,Y,N,Y
ENSG00000101109,Tier 1,STK4,20,43595115,43708600,1,serine/threonine kinase 4 [Source:HGNC Symbol;Acc:11408],0,Y,N,N
ENSG00000101162,Tier 1,TUBB1,20,57594309,57601709,1,"tubulin, beta 1 class VI [Source:HGNC Symbol;Acc:16257]",2,Y,Y,N
ENSG00000101180,Tier 1,HRH3,20,60790026,60795323,-1,histamine receptor H3 [Source:HGNC Symbol;Acc:5184],0,Y,Y,N
ENSG00000101187,Tier 1,SLCO4A1,20,61273797,61317137,1,"solute carrier organic anion transporter family, member 4A1 [Source:HGNC Symbol;Acc:10953]",0,N,N,Y
ENSG00000101188,Tier 1,NTSR1,20,61340189,61394123,1,neurotensin receptor 1 (high affinity) [Source:HGNC Symbol;Acc:8039],0,Y,Y,N
ENSG00000101204,Tier 1,CHRNA4,20,61975420,62009753,-1,"cholinergic receptor, nicotinic, alpha 4 (neuronal) [Source:HGNC Symbol;Acc:1958]",0,Y,N,N
ENSG00000101213,Tier 1,PTK6,20,62159778,62168723,-1,protein tyrosine kinase 6 [Source:HGNC Symbol;Acc:9617],0,Y,N,N
ENSG00000101266,Tier 1,CSNK2A1,20,459116,524465,-1,"casein kinase 2, alpha 1 polypeptide [Source:HGNC Symbol;Acc:2457]",0,Y,N,N
ENSG00000101306,Tier 1,MYLK2,20,30407111,30422492,1,myosin light chain kinase 2 [Source:HGNC Symbol;Acc:16243],0,Y,N,N
ENSG00000101336,Tier 1,HCK,20,30639991,30689659,1,hemopoietic cell kinase [Source:HGNC Symbol;Acc:4840],0,Y,N,N
ENSG00000101349,Tier 1,PAK7,20,9518036,9819689,-1,p21 protein (Cdc42/Rac)-activated kinase 7 [Source:HGNC Symbol;Acc:15916],0,Y,N,N
ENSG00000101680,Tier 1,LAMA1,18,6941743,7117813,-1,"laminin, alpha 1 [Source:HGNC Symbol;Acc:6481]",2,N,Y,N
ENSG00000101782,Tier 1,RIOK3,18,21032787,21066567,1,RIO kinase 3 [Source:HGNC Symbol;Acc:11451],0,Y,N,N
ENSG00000101846,Tier 1,STS,X,7137497,7272851,1,"steroid sulfatase (microsomal), isozyme S [Source:HGNC Symbol;Acc:11425]",0,Y,Y,N
ENSG00000101868,Tier 1,POLA1,X,24712036,25015103,1,"polymerase (DNA directed), alpha 1, catalytic subunit [Source:HGNC Symbol;Acc:9173]",0,Y,N,N
ENSG00000101966,Tier 1,XIAP,X,122993574,123047829,1,X-linked inhibitor of apoptosis [Source:HGNC Symbol;Acc:592],0,Y,N,N
ENSG00000102001,Tier 1,CACNA1F,X,49061523,49089833,-1,"calcium channel, voltage-dependent, L type, alpha 1F subunit [Source:HGNC Symbol;Acc:1393]",0,Y,N,N
ENSG00000102010,Tier 1,BMX,X,15482369,15574652,1,BMX non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:1079],0,Y,N,N
ENSG00000102096,Tier 1,PIM2,X,48770459,48776301,-1,pim-2 oncogene [Source:HGNC Symbol;Acc:8987],0,Y,N,N
ENSG00000102225,Tier 1,CDK16,X,47077259,47089396,1,cyclin-dependent kinase 16 [Source:HGNC Symbol;Acc:8749],0,Y,N,N
ENSG00000102245,Tier 1,CD40LG,X,135730352,135742549,1,CD40 ligand [Source:HGNC Symbol;Acc:11935],0,N,Y,N
ENSG00000102312,Tier 1,PORCN,X,48367350,48379202,1,porcupine homolog (Drosophila) [Source:HGNC Symbol;Acc:17652],0,Y,N,N
ENSG00000102393,Tier 1,GLA,X,100652791,100662913,-1,"galactosidase, alpha [Source:HGNC Symbol;Acc:4296]",0,Y,Y,N
ENSG00000102468,Tier 1,HTR2A,13,47405685,47471169,-1,"5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled [Source:HGNC Symbol;Acc:5293]",0,Y,Y,N
ENSG00000102524,Tier 1,TNFSF13B,13,108903588,108960832,1,"tumor necrosis factor (ligand) superfamily, member 13b [Source:HGNC Symbol;Acc:11929]",0,N,Y,N
ENSG00000102539,Tier 1,MLNR,13,49794474,49796513,1,motilin receptor [Source:HGNC Symbol;Acc:4495],0,Y,Y,N
ENSG00000102572,Tier 1,STK24,13,99102455,99230194,-1,serine/threonine kinase 24 [Source:HGNC Symbol;Acc:11403],0,Y,N,N
ENSG00000102755,Tier 1,FLT1,13,28874489,29069265,-1,fms-related tyrosine kinase 1 [Source:HGNC Symbol;Acc:3763],0,Y,Y,N
ENSG00000102796,Tier 1,DHRS12,13,52342129,52378293,-1,dehydrogenase/reductase (SDR family) member 12 [Source:HGNC Symbol;Acc:25832],0,N,N,Y
ENSG00000102854,Tier 1,MSLN,16,810762,818865,1,mesothelin [Source:HGNC Symbol;Acc:7371],0,N,Y,N
ENSG00000102882,Tier 1,MAPK3,16,30125426,30134827,-1,mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:6877],1,Y,N,N
ENSG00000102967,Tier 1,DHODH,16,72042487,72058954,1,dihydroorotate dehydrogenase (quinone) [Source:HGNC Symbol;Acc:2867],6,Y,N,N
ENSG00000102996,Tier 1,MMP15,16,58059470,58080805,1,matrix metallopeptidase 15 (membrane-inserted) [Source:HGNC Symbol;Acc:7161],2,Y,N,N
ENSG00000103222,Tier 1,ABCC1,16,16043434,16236931,1,"ATP-binding cassette, sub-family C (CFTR/MRP), member 1 [Source:HGNC Symbol;Acc:51]",4,Y,Y,Y
ENSG00000103257,Tier 1,SLC7A5,16,87863629,87903094,-1,"solute carrier family 7 (amino acid transporter light chain, L system), member 5 [Source:HGNC Symbol;Acc:11063]",1,N,N,Y
ENSG00000103546,Tier 1,SLC6A2,16,55689516,55740104,1,"solute carrier family 6 (neurotransmitter transporter), member 2 [Source:HGNC Symbol;Acc:11048]",0,Y,N,N
ENSG00000103642,Tier 1,LACTB,15,63413999,63434260,1,"lactamase, beta [Source:HGNC Symbol;Acc:16468]",2,Y,N,N
ENSG00000103653,Tier 1,CSK,15,75074398,75095539,1,c-src tyrosine kinase [Source:HGNC Symbol;Acc:2444],9,Y,N,N
ENSG00000103855,Tier 1,CD276,15,73976307,74006859,1,CD276 molecule [Source:HGNC Symbol;Acc:19137],1,N,Y,N
ENSG00000104205,Tier 1,SGK3,8,67624653,67774257,1,"serum/glucocorticoid regulated kinase family, member 3 [Source:HGNC Symbol;Acc:10812]",0,Y,N,N
ENSG00000104267,Tier 1,CA2,8,86376081,86393722,1,carbonic anhydrase II [Source:HGNC Symbol;Acc:1373],1,Y,N,N
ENSG00000104312,Tier 1,RIPK2,8,90769975,90803291,1,receptor-interacting serine-threonine kinase 2 [Source:HGNC Symbol;Acc:10020],3,Y,N,N
ENSG00000104321,Tier 1,TRPA1,8,72932152,72987852,-1,"transient receptor potential cation channel, subfamily A, member 1 [Source:HGNC Symbol;Acc:497]",0,Y,N,N
ENSG00000104365,Tier 1,IKBKB,8,42128820,42189973,1,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta [Source:HGNC Symbol;Acc:5960]",2,Y,N,N
ENSG00000104368,Tier 1,PLAT,8,42032236,42065242,-1,"plasminogen activator, tissue [Source:HGNC Symbol;Acc:9051]",2,Y,Y,N
ENSG00000104375,Tier 1,STK3,8,99413631,99955055,-1,serine/threonine kinase 3 [Source:HGNC Symbol;Acc:11406],0,Y,N,N
ENSG00000104549,Tier 1,SQLE,8,126010739,126034525,1,squalene epoxidase [Source:HGNC Symbol;Acc:11279],0,Y,N,N
ENSG00000104687,Tier 1,GSR,8,30535583,30585443,-1,glutathione reductase [Source:HGNC Symbol;Acc:4623],0,Y,N,Y
ENSG00000104689,Tier 1,TNFRSF10A,8,23047965,23082639,-1,"tumor necrosis factor receptor superfamily, member 10a [Source:HGNC Symbol;Acc:11904]",1,N,Y,N
ENSG00000104774,Tier 1,MAN2B1,19,12757325,12777556,-1,"mannosidase, alpha, class 2B, member 1 [Source:HGNC Symbol;Acc:6826]",1,Y,Y,N
ENSG00000104783,Tier 1,KCNN4,19,44270685,44285409,-1,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4 [Source:HGNC Symbol;Acc:6293]",2,Y,N,N
ENSG00000104814,Tier 1,MAP4K1,19,39078281,39109522,-1,mitogen-activated protein kinase kinase kinase kinase 1 [Source:HGNC Symbol;Acc:6863],0,Y,N,N
ENSG00000104833,Tier 1,TUBB4A,19,6494330,6502859,-1,"tubulin, beta 4A class IVa [Source:HGNC Symbol;Acc:20774]",0,Y,Y,N
ENSG00000104894,Tier 1,CD37,19,49838428,49846592,1,CD37 molecule [Source:HGNC Symbol;Acc:1666],1,N,Y,N
ENSG00000104921,Tier 1,FCER2,19,7753644,7767032,-1,"Fc fragment of IgE, low affinity II, receptor for (CD23) [Source:HGNC Symbol;Acc:3612]",0,Y,Y,N
ENSG00000104936,Tier 1,DMPK,19,46272975,46285810,-1,dystrophia myotonica-protein kinase [Source:HGNC Symbol;Acc:2933],0,Y,N,N
ENSG00000105146,Tier 1,AURKC,19,57742377,57746916,1,aurora kinase C [Source:HGNC Symbol;Acc:11391],0,Y,N,N
ENSG00000105173,Tier 1,CCNE1,19,30302805,30315215,1,cyclin E1 [Source:HGNC Symbol;Acc:1589],2,Y,N,N
ENSG00000105204,Tier 1,DYRK1B,19,40315990,40324841,-1,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B [Source:HGNC Symbol;Acc:3092],0,Y,N,N
ENSG00000105221,Tier 1,AKT2,19,40736224,40791443,-1,v-akt murine thymoma viral oncogene homolog 2 [Source:HGNC Symbol;Acc:392],0,Y,N,N
ENSG00000105287,Tier 1,PRKD2,19,47177532,47220384,-1,protein kinase D2 [Source:HGNC Symbol;Acc:17293],2,Y,N,N
ENSG00000105329,Tier 1,TGFB1,19,41807492,41859816,-1,"transforming growth factor, beta 1 [Source:HGNC Symbol;Acc:11766]",1,Y,Y,N
ENSG00000105383,Tier 1,CD33,19,51728320,51747115,1,CD33 molecule [Source:HGNC Symbol;Acc:1659],1,N,Y,N
ENSG00000105388,Tier 1,CEACAM5,19,42212504,42233718,1,carcinoembryonic antigen-related cell adhesion molecule 5 [Source:HGNC Symbol;Acc:1817],0,N,Y,N
ENSG00000105397,Tier 1,TYK2,19,10461209,10491352,-1,tyrosine kinase 2 [Source:HGNC Symbol;Acc:12440],7,Y,N,N
ENSG00000105398,Tier 1,SULT2A1,19,48373723,48389654,-1,"sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1 [Source:HGNC Symbol;Acc:11458]",10,N,N,Y
ENSG00000105409,Tier 1,ATP1A3,19,42470734,42501649,-1,"ATPase, Na+/K+ transporting, alpha 3 polypeptide [Source:HGNC Symbol;Acc:801]",0,Y,N,N
ENSG00000105464,Tier 1,GRIN2D,19,48898132,48948188,1,"glutamate receptor, ionotropic, N-methyl D-aspartate 2D [Source:HGNC Symbol;Acc:4588]",0,Y,N,N
ENSG00000105613,Tier 1,MAST1,19,12944765,12985765,1,microtubule associated serine/threonine kinase 1 [Source:HGNC Symbol;Acc:19034],1,Y,N,N
ENSG00000105639,Tier 1,JAK3,19,17935589,17958880,-1,Janus kinase 3 [Source:HGNC Symbol;Acc:6193],0,Y,N,N
ENSG00000105650,Tier 1,PDE4C,19,18318771,18366229,-1,"phosphodiesterase 4C, cAMP-specific [Source:HGNC Symbol;Acc:8782]",1,Y,N,N
